customer_id,name,gender,age,job_title,job_industry_category,past_3_years_bike_related_purchases,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation
375,Salvidor Renzo,Male,41,Automation Specialist II,Manufacturing,13,Mass Customer,No,Yes,7,953 Eliot Crossing,2166,New South Wales,Australia,9
376,Marena Brunotti,Female,51,Financial Advisor,Financial Services,60,Mass Customer,No,Yes,19,90761 Shasta Pass,3936,Victoria,Australia,7
377,Levy Bonavia,Male,18,Staff Scientist,Argiculture,65,Mass Customer,No,No,1,259 Barnett Crossing,2265,New South Wales,Australia,5
378,Raquela Yuille,Female,43,Senior Developer,Retail,98,Mass Customer,No,No,17,0 Brown Trail,2203,New South Wales,Australia,9
379,Bert Ainslie,Male,37,N/A,Manufacturing,2,High Net Worth,No,Yes,4,3467 Prairie Rose Lane,3034,Victoria,Australia,7
380,Teriann Birdsey,Female,61,Structural Engineer,Property,66,Mass Customer,No,No,17,24 Scoville Parkway,4670,Queensland,Australia,1
381,Leesa Castleman,Female,21,Sales Associate,N/A,99,Affluent Customer,No,No,1,010 Namekagon Parkway,2062,New South Wales,Australia,12
382,Issiah Fardell,Male,32,Research Nurse,Health,68,Mass Customer,No,Yes,7,99826 Steensland Avenue,2162,New South Wales,Australia,5
383,Barclay Shalders,Male,39,Nurse Practicioner,N/A,37,Affluent Customer,No,No,14,28809 Mesta Pass,4170,Queensland,Australia,8
384,Friederike Bestar,Female,41,N/A,Financial Services,70,Affluent Customer,No,No,17,201 Randy Parkway,3033,Victoria,Australia,7
385,Kendall Humes,Male,51,Project Manager,Health,69,High Net Worth,No,No,9,58211 Surrey Crossing,2170,New South Wales,Australia,9
386,Ethelyn Pincott,Female,27,Senior Quality Engineer,Argiculture,63,Mass Customer,No,No,5,720 Menomonie Avenue,2749,New South Wales,Australia,8
387,Spike Thieme,Male,40,Administrative Officer,Financial Services,34,Mass Customer,No,No,22,4604 Cordelia Drive,2144,New South Wales,Australia,10
388,Carlye Bartle,Female,51,N/A,Financial Services,53,Mass Customer,No,Yes,11,3788 Service Trail,3805,Victoria,Australia,8
389,Dorene Scrivner,Female,42,Help Desk Operator,Entertainment,97,Affluent Customer,No,Yes,17,8 Holy Cross Center,2047,New South Wales,Australia,9
390,Royall Slimings,Male,20,Programmer Analyst II,Health,83,Affluent Customer,No,No,3,740 Calypso Drive,2100,New South Wales,Australia,10
391,Duffie Woodier,Male,47,N/A,Argiculture,80,Mass Customer,No,No,16,9457 Arizona Plaza,2642,New South Wales,Australia,2
392,Brandyn Morrid,Male,39,Safety Technician I,Property,38,Mass Customer,No,No,13,75 Bartillon Street,3228,Victoria,Australia,8
393,Cesaro Isbell,Male,62,Associate Professor,Manufacturing,35,Mass Customer,No,Yes,9,7 Reinke Junction,2145,New South Wales,Australia,10
394,Roanne Cowthard,Female,40,Legal Assistant,Health,70,High Net Worth,No,Yes,16,7343 Washington Road,2287,New South Wales,Australia,5
395,Penn Burkinshaw,Male,41,Data Coordiator,Retail,28,High Net Worth,No,Yes,9,3 Valley Edge Trail,3444,Victoria,Australia,7
396,Peria Iscowitz,Female,50,Systems Administrator III,Telecommunications,98,High Net Worth,No,Yes,16,32 Farragut Avenue,2076,New South Wales,Australia,11
397,Nerissa Foote,Female,36,Paralegal,Financial Services,86,Affluent Customer,No,Yes,5,5 Florence Hill,4124,Queensland,Australia,7
398,Randee Douberday,Female,48,N/A,Retail,20,Affluent Customer,No,No,11,095 Prairieview Circle,3191,Victoria,Australia,12
399,Nickie Neissen,Male,41,Engineer III,Manufacturing,26,Affluent Customer,No,Yes,16,47226 Algoma Place,4305,Queensland,Australia,3
400,Sibeal Fellow,Female,55,Financial Analyst,Financial Services,86,Mass Customer,No,No,5,564 Northview Junction,3195,Victoria,Australia,11
401,Halette Helling,Female,31,Assistant Professor,Retail,56,Mass Customer,No,No,15,5359 Alpine Hill,2579,New South Wales,Australia,5
402,Berne Donegan,Male,40,Desktop Support Technician,Retail,9,Affluent Customer,No,No,22,586 Miller Parkway,2835,New South Wales,Australia,1
403,Easter Laffoley-Lane,Female,42,Graphic Designer,N/A,40,Mass Customer,No,Yes,17,32571 Dixon Center,3337,Victoria,Australia,3
404,Sinclair Sustins,Male,22,Geologist I,Financial Services,92,Affluent Customer,No,Yes,4,333 Bunting Crossing,2536,New South Wales,Australia,4
405,Vivien Urion,Female,46,N/A,Manufacturing,19,High Net Worth,No,Yes,14,1 Red Cloud Street,2770,New South Wales,Australia,8
406,Rhona Spilsburie,Female,30,Financial Analyst,Financial Services,58,High Net Worth,No,No,12,07 New Castle Circle,2646,New South Wales,Australia,1
407,Chryste Acum,Female,38,Structural Analysis Engineer,N/A,82,High Net Worth,No,Yes,15,78152 Harper Parkway,2756,New South Wales,Australia,8
408,Kurtis Baistow,Male,26,Senior Financial Analyst,Financial Services,79,Affluent Customer,No,No,11,981 West Way,3133,Victoria,Australia,10
409,Tatiania O'Kane,Female,39,Executive Secretary,Health,84,Mass Customer,No,Yes,13,8 Monterey Plaza,2066,New South Wales,Australia,9
410,Alicia Townend,Female,27,Structural Engineer,N/A,14,Mass Customer,No,Yes,11,25 Graceland Way,2750,New South Wales,Australia,8
411,Cathyleen Bern,Female,40,Director of Sales,Financial Services,84,High Net Worth,No,No,12,41605 Mitchell Street,2750,New South Wales,Australia,8
412,Evanne Feechum,Female,57,N/A,IT,65,High Net Worth,No,No,19,42 Upham Pass,4558,Queensland,Australia,3
413,Simone Denys,Male,60,VP Quality Control,N/A,79,High Net Worth,No,Yes,19,17 Sunfield Road,2211,New South Wales,Australia,9
414,Thorin Grimoldby,Male,41,Social Worker,Health,12,High Net Worth,No,No,10,84549 Jenifer Crossing,2570,New South Wales,Australia,8
415,Conchita Jeans,Female,62,Senior Financial Analyst,Financial Services,20,Affluent Customer,No,Yes,18,5449 Jenna Road,2170,New South Wales,Australia,9
416,Dory Barnsdall,Female,20,Software Consultant,N/A,14,Mass Customer,No,Yes,1,05 Butternut Crossing,4552,Queensland,Australia,4
417,Fernandina Brambley,Female,46,Biostatistician IV,Argiculture,37,Mass Customer,No,No,15,7427 Fuller Trail,3082,Victoria,Australia,8
418,Jere Ding,Female,59,N/A,N/A,56,Mass Customer,No,No,6,713 Eastwood Terrace,2360,New South Wales,Australia,1
419,Chrissie Bernardini,Female,36,VP Marketing,Manufacturing,34,Affluent Customer,No,No,17,7526 Artisan Parkway,4223,Queensland,Australia,8
420,Clem Leek,Male,59,Help Desk Operator,Entertainment,93,High Net Worth,No,No,7,3 Oriole Place,3183,Victoria,Australia,7
421,Tish Netti,Female,18,Sales Representative,Retail,26,Mass Customer,No,Yes,2,690 Hanson Center,2330,New South Wales,Australia,3
422,Vito Norker,Male,15,N/A,Manufacturing,78,Affluent Customer,No,No,1,509 Fisk Hill,2031,New South Wales,Australia,11
423,Orville Akerman,Male,61,Senior Quality Engineer,N/A,43,Mass Customer,No,No,9,27 Petterle Center,4370,Queensland,Australia,2
424,Dennie Eunson,Male,39,Research Nurse,Health,77,High Net Worth,No,No,9,3 Annamark Avenue,3150,Victoria,Australia,11
425,Michaeline Bordman,Female,64,Sales Representative,Retail,60,Mass Customer,No,Yes,20,311 Dapin Point,2549,New South Wales,Australia,3
426,Emlyn Anstice,Female,45,Nuclear Power Engineer,Manufacturing,10,Affluent Customer,No,No,8,15082 Crest Line Plaza,3040,Victoria,Australia,8
427,Giusto Torbett,Male,21,Assistant Media Planner,Entertainment,77,Mass Customer,No,Yes,2,1 Carey Pass,2065,New South Wales,Australia,11
428,Freida Everil,Female,40,Structural Engineer,Health,0,High Net Worth,No,Yes,14,8 Moland Pass,2065,New South Wales,Australia,10
429,Berny Bold,Female,39,Community Outreach Specialist,IT,7,High Net Worth,No,Yes,21,25386 Fallview Place,2340,New South Wales,Australia,3
430,Janice Himsworth,Female,44,Paralegal,Financial Services,46,High Net Worth,No,Yes,11,8078 Talisman Trail,4209,Queensland,Australia,7
431,Gale Done,Male,61,Research Nurse,Health,8,Affluent Customer,No,Yes,18,6920 Dwight Circle,4173,Queensland,Australia,7
432,Amby Pentin,Male,27,Nuclear Power Engineer,Manufacturing,83,Affluent Customer,No,Yes,10,9 Lukken Parkway,2065,New South Wales,Australia,10
433,Reinhard Jubert,Male,53,Statistician II,Property,94,Affluent Customer,No,No,15,09 Graceland Junction,3204,Victoria,Australia,2
434,Raff Waadenburg,Male,22,N/A,Financial Services,93,Mass Customer,No,Yes,19,155 Basil Junction,2210,New South Wales,Australia,10
435,Jerome Muggeridge,Male,18,GIS Technical Architect,Telecommunications,5,Mass Customer,No,No,1,4284 Surrey Circle,2068,New South Wales,Australia,12
436,Erwin Pendre,Male,60,Internal Auditor,IT,75,Mass Customer,No,No,18,4 Almo Plaza,2085,New South Wales,Australia,10
437,Sayres Duthie,Male,41,Systems Administrator III,Manufacturing,24,Affluent Customer,No,Yes,17,91 Porter Pass,3064,Victoria,Australia,7
438,Ebenezer Bottelstone,Male,28,Internal Auditor,Property,25,High Net Worth,No,Yes,13,007 Gerald Place,3074,Victoria,Australia,4
439,Lida Wych,Female,43,GIS Technical Architect,N/A,26,Affluent Customer,No,No,10,8788 Armistice Trail,3806,Victoria,Australia,8
440,Sheena O'Duggan,Female,40,Business Systems Development Analyst,Telecommunications,46,Mass Customer,No,No,10,1693 Artisan Hill,2259,New South Wales,Australia,6
441,Felicle Beneze,Female,43,Analyst Programmer,IT,74,Mass Customer,No,No,11,532 Emmet Way,2260,New South Wales,Australia,8
442,Linc Vedyasov,Male,16,N/A,Financial Services,2,Mass Customer,No,No,1,3 Sutteridge Park,4074,Queensland,Australia,6
443,Lauree Leason,Female,45,N/A,Argiculture,21,High Net Worth,No,Yes,10,25522 Mosinee Point,4215,Queensland,Australia,7
444,Britteny Falconer-Taylor,Female,50,Staff Scientist,Manufacturing,32,Mass Customer,No,Yes,8,421 Bobwhite Road,2160,New South Wales,Australia,6
445,Timothy Wenham,Male,33,Executive Secretary,Financial Services,91,Mass Customer,No,No,5,41 Ronald Regan Center,3008,Victoria,Australia,5
446,Marilee Oosthout de Vree,Female,39,Tax Accountant,IT,73,Affluent Customer,No,Yes,4,3 Loomis Crossing,2217,New South Wales,Australia,9
447,Brittany Peasey,Female,16,Help Desk Technician,Argiculture,98,Mass Customer,No,Yes,1,93 Jana Junction,2213,New South Wales,Australia,10
448,Robin Crack,Female,22,Software Engineer III,IT,34,High Net Worth,No,No,3,528 Buell Crossing,2748,New South Wales,Australia,10
449,Shana Fortesquieu,Female,43,VP Product Management,Manufacturing,74,High Net Worth,No,Yes,6,261 Northport Lane,2567,New South Wales,Australia,7
450,Myrlene Rothwell,Female,42,Structural Analysis Engineer,Entertainment,5,Mass Customer,No,Yes,18,98 Scott Parkway,2096,New South Wales,Australia,10
451,Marlow Flowerdew,Unknown,0,Quality Control Specialist,IT,37,High Net Worth,No,No,0,8385 Lien Drive,3192,Victoria,Australia,10
452,Natalee Bamford,Female,58,Account Coordinator,Property,22,Mass Customer,No,Yes,5,24919 Artisan Court,3015,Victoria,Australia,8
453,Cornelius Yarmouth,Unknown,0,Assistant Professor,IT,81,High Net Worth,No,No,0,37093 Manitowish Center,2170,New South Wales,Australia,10
454,Eugenie Domenc,Unknown,0,Research Nurse,Health,58,Affluent Customer,No,Yes,0,9 Monterey Point,4221,Queensland,Australia,10
455,Mile Dionisii,Male,26,Civil Engineer,Manufacturing,97,Mass Customer,No,Yes,5,6 Mariners Cove Center,2233,New South Wales,Australia,10
456,Randolph Redihalgh,Male,42,Automation Specialist I,Manufacturing,47,Affluent Customer,No,Yes,17,572 Gerald Trail,2145,New South Wales,Australia,7
457,Querida Danilchev,Female,37,Recruiting Manager,Financial Services,70,High Net Worth,No,Yes,17,7 Farmco Trail,2759,New South Wales,Australia,9
458,Osborn Pentony,Male,48,Account Representative IV,Manufacturing,57,Affluent Customer,No,Yes,18,19964 Nancy Drive,3121,Victoria,Australia,8
459,Bel Cheeke,Female,31,Civil Engineer,Manufacturing,88,Mass Customer,No,Yes,13,57 Columbus Road,4870,Queensland,Australia,5
460,Illa,Female,31,Electrical Engineer,Manufacturing,0,Affluent Customer,No,Yes,16,455 Hooker Lane,3337,Victoria,Australia,2
461,Jsandye Melendez,Female,38,Social Worker,Health,19,Mass Customer,No,Yes,14,0777 Farwell Pass,2118,New South Wales,Australia,10
462,Melany Thorrington,Female,58,N/A,Manufacturing,32,Affluent Customer,No,Yes,5,23 Glacier Hill Avenue,2259,New South Wales,Australia,6
463,Allis Blanche,Female,55,Senior Cost Accountant,Financial Services,9,Mass Customer,No,Yes,20,8750 Lakewood Gardens Park,2760,New South Wales,Australia,7
464,Karel Dimelow,Female,59,N/A,N/A,32,Mass Customer,No,Yes,10,0619 Dorton Plaza,3150,Victoria,Australia,11
465,Alina Wilsey,Female,41,Developer III,Financial Services,54,Affluent Customer,No,Yes,14,3469 Service Road,2770,New South Wales,Australia,5
466,Jarad Bauser,Male,26,N/A,Manufacturing,84,Affluent Customer,No,Yes,2,9 Dahle Place,2763,New South Wales,Australia,9
467,Welbie Rockliffe,Male,64,Human Resources Assistant I,Property,51,Affluent Customer,No,No,15,8 Dayton Park,2050,New South Wales,Australia,9
468,Valeria Ladyman,Female,43,Software Test Engineer I,Property,11,High Net Worth,No,Yes,8,091 Farragut Crossing,3058,Victoria,Australia,9
469,Levi Cartmell,Male,21,Actuary,Financial Services,91,High Net Worth,No,Yes,3,70488 Logan Court,2074,New South Wales,Australia,12
470,Darbee Klimowicz,Male,16,Internal Auditor,Retail,22,Mass Customer,No,No,1,0 Golf Lane,2120,New South Wales,Australia,11
471,Libby Wardesworth,Female,62,GIS Technical Architect,Financial Services,82,Affluent Customer,No,No,14,663 Bellgrove Parkway,3812,Victoria,Australia,8
472,Kippy Jessel,Female,27,Internal Auditor,Financial Services,38,Mass Customer,No,Yes,8,9907 Morningstar Pass,2147,New South Wales,Australia,9
473,Benji O'Shirine,Male,40,Junior Executive,Health,2,Mass Customer,No,Yes,20,29 South Point,3111,Victoria,Australia,9
474,Consolata Clacson,Female,34,Geologist IV,Entertainment,86,Affluent Customer,No,No,18,91 Eagle Crest Circle,2567,New South Wales,Australia,9
475,Vernor,Male,21,Nuclear Power Engineer,Manufacturing,0,Affluent Customer,No,No,1,781 Dorton Avenue,3012,Victoria,Australia,10
476,Kane Jahnel,Male,28,Computer Systems Analyst IV,N/A,65,Mass Customer,No,No,14,47 Dwight Road,4217,Queensland,Australia,8
477,Cheri Hazeman,Female,57,Media Manager II,Financial Services,32,High Net Worth,No,Yes,13,6674 Russell Center,2197,New South Wales,Australia,9
478,Darcey Harberer,Female,56,Chief Design Engineer,N/A,65,Affluent Customer,No,Yes,5,84041 Holy Cross Circle,2142,New South Wales,Australia,8
479,Blythe Keighley,Female,23,N/A,IT,11,Mass Customer,No,Yes,4,340 Northview Circle,2340,New South Wales,Australia,4
480,Darelle Ive,Unknown,0,Registered Nurse,Health,67,Mass Customer,No,Yes,0,74011 Manufacturers Street,2320,New South Wales,Australia,6
481,Marcella Manzell,Female,27,Programmer IV,Argiculture,68,Mass Customer,No,No,8,30991 Macpherson Parkway,2155,New South Wales,Australia,9
482,Gar Wallis,Male,55,N/A,Health,33,Mass Customer,No,No,20,40504 Tennyson Drive,2046,New South Wales,Australia,9
483,Bertrand Penkethman,Male,44,Sales Representative,Retail,35,Affluent Customer,No,No,9,76369 Ridge Oak Place,3162,Victoria,Australia,9
484,Mason Kohrsen,Male,43,Programmer IV,Manufacturing,64,Mass Customer,No,No,22,51188 Annamark Hill,2037,New South Wales,Australia,9
485,Ulrika Steagall,Female,43,Statistician III,Manufacturing,23,High Net Worth,No,No,20,00976 Sundown Lane,2428,New South Wales,Australia,3
486,Prudi Edon,Female,62,Technical Writer,Manufacturing,0,Affluent Customer,No,Yes,15,87 Stone Corner Park,3141,Victoria,Australia,7
487,Elayne Braiden,Female,38,Food Chemist,Health,70,Mass Customer,No,No,10,9 Westridge Road,3178,Victoria,Australia,9
488,Domini Ghelerdini,Female,37,Help Desk Operator,Property,24,Mass Customer,No,Yes,10,4671 Buell Trail,3564,Victoria,Australia,2
489,Tresa Reeks,Female,46,Senior Editor,Retail,18,Mass Customer,No,Yes,4,3743 Melody Avenue,3550,Victoria,Australia,4
490,Lida Boynton,Female,25,Environmental Tech,Argiculture,44,Mass Customer,No,No,6,8670 Pine View Street,3070,Victoria,Australia,11
491,Andrea Funcheon,Male,41,Speech Pathologist,Property,45,Affluent Customer,No,Yes,19,31 Twin Pines Trail,3775,Victoria,Australia,10
492,Pail Ashplant,Male,41,Environmental Tech,Financial Services,54,Mass Customer,No,No,21,11731 3rd Hill,3004,Victoria,Australia,9
493,Tommie Banbridge,Female,57,Electrical Engineer,Manufacturing,83,Mass Customer,No,Yes,5,411 Lien Place,4226,Queensland,Australia,10
494,Gaby,Male,42,Design Engineer,Manufacturing,33,Mass Customer,No,No,9,431 Ilene Center,2026,New South Wales,Australia,10
495,Lucius Prescott,Male,58,VP Accounting,Financial Services,91,Mass Customer,No,Yes,6,4 Pond Parkway,3185,Victoria,Australia,9
496,Korry Cosgrove,Female,41,Engineer II,Financial Services,25,Affluent Customer,No,Yes,11,61293 Delladonna Way,2015,New South Wales,Australia,9
497,Allissa Brinklow,Female,44,N/A,Property,96,Mass Customer,No,Yes,11,6390 Truax Park,3012,Victoria,Australia,9
498,Emmalee Sketcher,Female,39,VP Sales,Manufacturing,58,High Net Worth,No,Yes,10,470 Bunting Center,2447,New South Wales,Australia,3
499,Dalli Baggally,Male,56,Budget/Accounting Analyst III,Financial Services,39,Affluent Customer,No,No,19,02 Boyd Crossing,3143,Victoria,Australia,7
500,Lazar Crathern,Male,25,Recruiting Manager,Retail,19,Affluent Customer,No,Yes,10,2639 Brown Road,3910,Victoria,Australia,7
501,Henrieta MacClancey,Female,40,Environmental Specialist,N/A,94,High Net Worth,No,No,19,0897 Little Fleur Way,3621,Victoria,Australia,8
502,Rica Raveau,Female,47,Teacher,Manufacturing,39,Mass Customer,No,No,18,353 Stuart Trail,4702,Queensland,Australia,3
503,Burr Gerb,Male,28,Dental Hygienist,Health,87,Affluent Customer,No,Yes,10,9 Rowland Road,2133,New South Wales,Australia,10
504,Vinny Hegley,Male,22,Environmental Tech,Manufacturing,93,High Net Worth,No,Yes,7,830 Summit Center,3075,Victoria,Australia,7
505,Wylma Elsy,Female,51,N/A,N/A,40,High Net Worth,No,Yes,10,4754 Moulton Alley,2069,New South Wales,Australia,9
506,Brett Scrancher,Female,32,Health Coach II,Retail,43,Mass Customer,No,No,21,808 Debra Center,3911,Victoria,Australia,10
507,Gwen Jakubczyk,Female,46,N/A,Health,98,Mass Customer,No,No,7,8739 Service Park,2250,New South Wales,Australia,8
508,Abagail Tordiffe,Female,46,Project Manager,Property,94,Mass Customer,No,Yes,11,4 Thackeray Pass,2487,New South Wales,Australia,9
509,Tobe Vamplew,Male,38,Developer II,Financial Services,64,Affluent Customer,No,Yes,21,9 Bayside Hill,4123,Queensland,Australia,6
510,Sheilah Blackmore,Female,25,N/A,N/A,61,Mass Customer,No,No,2,20373 Kensington Pass,2151,New South Wales,Australia,8
511,Theo Tolmie,Female,35,Dental Hygienist,Health,92,High Net Worth,No,No,10,7 Hooker Place,2428,New South Wales,Australia,3
512,Sigfried Semken,Male,62,VP Accounting,Financial Services,76,Mass Customer,No,No,6,089 Old Shore Point,3156,Victoria,Australia,8
513,Kienan Soar,Unknown,0,Tax Accountant,IT,30,Mass Customer,No,No,0,5723 Raven Drive,3126,Victoria,Australia,12
514,Trent,Male,21,Associate Professor,Financial Services,9,Mass Customer,No,Yes,4,08501 Kropf Trail,3152,Victoria,Australia,10
515,Winna Verny,Female,28,Help Desk Operator,IT,55,High Net Worth,No,No,8,12845 Paget Lane,2026,New South Wales,Australia,12
516,Craggy Loadsman,Male,60,Environmental Tech,Financial Services,23,Mass Customer,No,No,20,1 Vidon Pass,2233,New South Wales,Australia,8
517,Iona Fidgeon,Female,32,Chief Design Engineer,Property,73,Mass Customer,No,Yes,3,590 Hayes Court,2027,New South Wales,Australia,11
518,Bernhard Senett,Male,26,Database Administrator IV,Retail,60,Mass Customer,No,Yes,10,49503 Sachtjen Circle,4208,Queensland,Australia,8
519,Rabi Nissle,Male,17,N/A,N/A,83,Mass Customer,No,Yes,1,2595 Grover Drive,3124,Victoria,Australia,12
520,Jazmin Neumann,Female,53,VP Quality Control,Financial Services,66,Affluent Customer,No,Yes,15,3169 Old Gate Point,2211,New South Wales,Australia,9
521,Peri Hovie,Female,39,Help Desk Operator,Health,29,High Net Worth,No,No,16,90974 Chinook Parkway,2564,New South Wales,Australia,8
522,Lynnelle Comettoi,Female,41,N/A,N/A,64,Affluent Customer,No,Yes,16,75790 Towne Avenue,4221,Queensland,Australia,9
523,Elberta Tixall,Female,43,Senior Financial Analyst,Financial Services,44,Affluent Customer,No,Yes,16,62 Northport Lane,2049,New South Wales,Australia,10
524,Florence Held,Female,55,Nurse,Retail,16,Mass Customer,No,No,11,84 Calypso Circle,3690,Victoria,Australia,5
525,Lennard Donizeau,Male,37,Chemical Engineer,Manufacturing,64,Mass Customer,No,Yes,9,81848 Amoth Road,3282,Victoria,Australia,2
526,Ardelle,Unknown,0,Social Worker,Health,9,Mass Customer,No,Yes,0,27230 7th Place,2068,New South Wales,Australia,12
527,Lorilyn Topaz,Female,27,VP Quality Control,Financial Services,81,Mass Customer,No,Yes,9,1 Cordelia Alley,2261,New South Wales,Australia,8
528,Gayel Downs,Female,38,Registered Nurse,Health,10,Mass Customer,No,No,4,80 Lakewood Street,2576,New South Wales,Australia,10
529,Sandor Tumber,Male,28,Operator,Retail,18,Affluent Customer,No,Yes,10,66834 Melby Way,2160,New South Wales,Australia,9
530,Townie Perez,Male,43,Recruiter,Manufacturing,2,Mass Customer,No,No,15,35796 Buhler Plaza,3108,Victoria,Australia,10
531,Modesty Fletcher,Female,24,Senior Cost Accountant,Financial Services,94,High Net Worth,No,No,1,306 Longview Street,2145,New South Wales,Australia,7
532,Row Mawditt,Female,57,Community Outreach Specialist,Financial Services,25,Affluent Customer,No,No,19,39632 Michigan Park,4165,Queensland,Australia,5
533,Conny Shearmer,Male,36,Database Administrator III,Retail,40,Mass Customer,No,No,11,1038 Hayes Point,2021,New South Wales,Australia,7
534,Madel Palffrey,Female,63,Systems Administrator I,N/A,2,Mass Customer,No,No,12,46 Eastlawn Lane,2218,New South Wales,Australia,11
535,Gracie Merrifield,Female,24,N/A,N/A,67,Affluent Customer,No,No,3,12 Monument Alley,3124,Victoria,Australia,12
536,Jannelle Leist,Female,58,Recruiting Manager,Manufacturing,64,Affluent Customer,No,No,16,64700 2nd Alley,2145,New South Wales,Australia,7
537,Raine Sneezum,Female,28,Structural Engineer,Entertainment,16,High Net Worth,No,No,7,999 Huxley Hill,2190,New South Wales,Australia,10
538,Millicent Wiffler,Female,61,Chemical Engineer,Manufacturing,33,Mass Customer,No,Yes,5,311 Emmet Point,4211,Queensland,Australia,7
539,Hobie Knappett,Male,42,N/A,Health,53,High Net Worth,No,No,15,000 Jana Hill,3170,Victoria,Australia,9
540,Tresa Dy,Female,16,Chemical Engineer,Manufacturing,80,Mass Customer,No,No,1,7671 Oak Valley Junction,2170,New South Wales,Australia,9
541,Annissa Balmforth,Female,52,N/A,Manufacturing,23,Affluent Customer,No,Yes,13,8304 Derek Park,3130,Victoria,Australia,10
542,Berri McManamen,Female,50,Accountant III,Manufacturing,78,Mass Customer,No,No,18,8635 Cody Crossing,2337,New South Wales,Australia,6
543,Mikey Rizzetti,Male,44,Account Coordinator,Retail,9,Affluent Customer,No,Yes,17,20 Debs Road,2307,New South Wales,Australia,4
544,Giacomo Johanning,Male,27,Structural Engineer,Manufacturing,51,High Net Worth,No,Yes,5,858 Independence Terrace,2121,New South Wales,Australia,10
545,Alecia Crosse,Female,39,Project Manager,Health,43,Mass Customer,No,Yes,18,142 Cambridge Place,2761,New South Wales,Australia,8
546,Jorie Pigott,Female,36,Information Systems Manager,Health,80,Mass Customer,No,Yes,12,20198 Hansons Plaza,2340,New South Wales,Australia,2
547,Andee Robjant,Female,21,Sales Associate,Health,22,Mass Customer,No,No,5,04678 Elka Crossing,2745,New South Wales,Australia,9
548,Georgie Cudbertson,Unknown,0,N/A,IT,84,High Net Worth,No,Yes,0,5 Farmco Junction,4127,Queensland,Australia,7
549,Abrahan Luckman,Male,32,Human Resources Manager,Retail,84,Mass Customer,No,Yes,2,2 East Circle,2716,New South Wales,Australia,1
550,Emeline Jorioz,Female,41,N/A,Retail,16,Mass Customer,No,No,15,1949 Pepper Wood Pass,3168,Victoria,Australia,6
551,Florence Muldoon,Female,30,Structural Engineer,Financial Services,8,High Net Worth,No,No,9,7901 Park Meadow Plaza,3076,Victoria,Australia,7
552,Hilly Kleinmann,Male,39,Geological Engineer,Manufacturing,66,High Net Worth,No,Yes,20,58 Maywood Place,2750,New South Wales,Australia,9
553,Charlean Fantone,Female,38,Senior Sales Associate,Argiculture,62,Affluent Customer,No,Yes,7,532 Bartillon Circle,2166,New South Wales,Australia,7
554,Esmaria Dobbison,Female,62,Graphic Designer,Health,33,Mass Customer,No,Yes,7,032 Kenwood Circle,2031,New South Wales,Australia,9
555,Jarib Senior,Male,47,Junior Executive,Property,99,Mass Customer,No,No,4,67 8th Terrace,3564,Victoria,Australia,4
556,Oralia Gifford,Female,60,Junior Executive,N/A,69,Mass Customer,No,No,11,06008 Anthes Pass,2478,New South Wales,Australia,8
557,Cassie Morley,Female,56,N/A,Manufacturing,67,Affluent Customer,No,Yes,18,956 Mccormick Place,4127,Queensland,Australia,2
558,Allene Claypole,Female,44,Programmer Analyst III,N/A,96,Mass Customer,No,No,8,6 Eggendart Circle,3016,Victoria,Australia,7
559,Erma Vyel,Female,29,Payment Adjustment Coordinator,Retail,39,High Net Worth,No,Yes,16,1 Service Alley,2116,New South Wales,Australia,10
560,Dorree Sanja,Female,64,Social Worker,Health,1,Affluent Customer,No,No,8,62117 Trailsway Place,3356,Victoria,Australia,1
561,Karin Burkill,Female,40,Tax Accountant,N/A,99,Mass Customer,No,No,12,4 Graedel Parkway,2560,New South Wales,Australia,8
562,Lindy Fitzpayn,Female,47,Marketing Assistant,N/A,88,Mass Customer,No,No,17,311 Chive Way,4680,Queensland,Australia,3
563,Rube Itzhayek,Male,43,Accounting Assistant II,IT,25,Mass Customer,No,Yes,19,9161 Hoepker Street,4740,Queensland,Australia,5
564,Nettie Iddy,Female,34,Operator,Retail,7,High Net Worth,No,No,7,19 Lakewood Gardens Way,2760,New South Wales,Australia,9
565,Saleem Meller,Male,58,Civil Engineer,Manufacturing,30,Mass Customer,No,Yes,16,5861 Browning Park,2065,New South Wales,Australia,8
566,Datha McPheat,Female,39,Systems Administrator I,Financial Services,66,High Net Worth,No,Yes,9,396 Butternut Point,2230,New South Wales,Australia,12
567,Hashim O'Leahy,Male,52,N/A,Financial Services,73,Affluent Customer,No,No,16,04 Hansons Street,2087,New South Wales,Australia,11
568,Quinn Fulks,Male,60,VP Sales,Manufacturing,32,Mass Customer,No,No,13,8601 Cardinal Court,4505,Queensland,Australia,8
569,Jaime Warkup,Male,41,Analog Circuit Design manager,IT,30,Mass Customer,No,No,10,35631 Colorado Crossing,2630,New South Wales,Australia,2
570,Xever Baldetti,Male,39,VP Product Management,Financial Services,14,Mass Customer,No,Yes,15,446 Dottie Court,2225,New South Wales,Australia,10
571,Ramonda McKellar,Female,59,Assistant Media Planner,Entertainment,30,Mass Customer,No,No,6,37 Ilene Hill,3121,Victoria,Australia,10
572,Clementius Everington,Male,50,Clinical Specialist,Health,0,High Net Worth,No,Yes,5,909 Browning Crossing,3013,Victoria,Australia,10
